$contributor.employer.matched
                                                   (Intercept)  cycle2020
GCT SEMICONDUCTOR INC                                    -0.06128284
GDC Technology Ltd                                       -0.06128284
GDF SUEZ                                                 -0.06128284
GDS Holdings Ltd                                         -0.06128284
GE Vernova Inc.                                          -0.06128284
GEAR Capital Inc.                                        -0.06128284
GEC INC                                                  -0.06128284
GEE Group Inc.                                           -0.06128284
GEHL CO                                                  -0.06128284
GEICO CORP                                               -0.06128284
Gelesis Inc                                              -0.06128284
GEM SOLUTIONS, INC.                                      -0.06128284
GEMINI EXPLORATIONS, INC.                                -0.06128284
Gen Digital Inc.                                         -0.06128284
GEN PROBE INC                                            -0.06128284
GENAISSANCE PHARMACEUTICALS INC                          -0.06128284
Genasys Inc.                                             -0.06128284
GENCO SHIPPING & TRADING LTD                             -0.06128284
GENCOR INDUSTRIES INC                                    -0.06128284
GENELUX Corp                                             -0.06128284
GENENTECH INC                                            -0.06128284
GENERAL AIRCRAFT CORP                                    -0.06128284
GENERAL BEARING CORP                                     -0.06128284
GENERAL BUILDERS CORP                                    -0.06128284
GENERAL CABLE PLC                                        -0.06128284
General Conference Corp of Seventh-day Adventist         -0.06128284
GENERAL DYNAMICS CORP                                    -0.06128284
GENERAL DYNAMICS LAND SYSTEMS INC                        -0.06128284
